id,name,open,labeled,commented,closed
MDExOlB1bGxSZXF1ZXN0MTkyNTg2OTE0,https://github.com/cucumber/cucumber-jvm-scala/pull/6,2018-06-05T04:17:15Z,,2018-06-05T10:03:45Z,2018-06-18T20:19:52Z
MDExOlB1bGxSZXF1ZXN0MTk0OTgyNjc0,https://github.com/cucumber/cucumber-jvm-scala/pull/8,2018-06-14T18:40:24Z,,2018-06-14T20:12:33Z,2018-06-14T20:12:31Z
MDExOlB1bGxSZXF1ZXN0MTk3NDIwMjEz,https://github.com/cucumber/cucumber-jvm-scala/pull/9,2018-06-26T13:21:22Z,,2018-06-26T15:11:18Z,2018-06-26T15:11:16Z
MDExOlB1bGxSZXF1ZXN0MjI0ODMyOTM5,https://github.com/cucumber/cucumber-jvm-scala/pull/11,2018-10-22T22:22:01Z,,2018-10-23T10:53:49Z,2018-10-25T07:24:22Z
MDExOlB1bGxSZXF1ZXN0MjI1NDU5NjU5,https://github.com/cucumber/cucumber-jvm-scala/pull/12,2018-10-24T15:54:43Z,,2018-10-24T22:21:57Z,2018-10-25T07:17:58Z
MDExOlB1bGxSZXF1ZXN0MjI1Njk3MDAw,https://github.com/cucumber/cucumber-jvm-scala/pull/13,2018-10-25T10:03:35Z,,2018-10-25T10:09:23Z,2018-11-03T19:30:42Z
MDExOlB1bGxSZXF1ZXN0MjMyNjM1NjM3,https://github.com/cucumber/cucumber-jvm-scala/pull/14,2018-11-21T11:50:54Z,,2019-01-08T10:05:27Z,2019-01-08T10:05:25Z
MDExOlB1bGxSZXF1ZXN0MjYwODk0NDIw,https://github.com/cucumber/cucumber-jvm-scala/pull/15,2019-03-13T18:47:08Z,,,2019-03-13T19:06:59Z
MDExOlB1bGxSZXF1ZXN0MjkxMzIyMDYz,https://github.com/cucumber/cucumber-jvm-scala/pull/17,2019-06-24T22:42:26Z,,2019-06-24T22:49:09Z,2019-06-24T23:26:33Z
MDExOlB1bGxSZXF1ZXN0MjkxNDMzMzU4,https://github.com/cucumber/cucumber-jvm-scala/pull/18,2019-06-25T08:01:09Z,,2019-06-25T09:32:15Z,2019-06-25T09:32:25Z
MDExOlB1bGxSZXF1ZXN0MzEwNzAyMjg0,https://github.com/cucumber/cucumber-jvm-scala/pull/20,2019-08-25T17:46:20Z,,,2019-08-27T14:24:20Z
